GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,AMWHE001,NAME_M,AMWHM001
GIS Join Match Code,Data File Year,State Postal Abbreviation,Region Code,Division Code,State Name,State Code,County Name,County Code,County Subdivision Code,Place/Remainder Code,Census Tract Code,Block Group Code,Consolidated City Code,American Indian Area/Alaska Native Area/Hawaiian Home Land Code,American Indian Area/Alaska Native Area (Reservation or Statistical Entity Only) Code,American Indian Area (Off-Reservation Trust Land Only)/Hawaiian Home Land Code,American Indian Trust Land/ Hawaiian Home Land Indicator,Tribal Subdivision/Remainder Code,Alaska Native Regional Corporation Code,Metropolitan Statistical Area/Micropolitan Statistical Area Code,Combined Statistical Area Code,Metropolitan Division Code,New England City and Town Area Code,Combined New England City and Town Area Code,New England City and Town Area Division Code,Urban Area Code,"Congressional District (2019-2021, 116th Congress) Code",State Legislative District (Upper Chamber) Code,State Legislative District (Lower Chamber) Code,5-Digit ZIP Code Tabulation Area Code,Subminor Civil Division Code,School District (Elementary)/Remainder Code,School District (Secondary)/Remainder Code,School District (Unified)/Remainder Code,Principal City Indicator,Public Use Microdata Area Code,Census Geographic Identifier,Tribal Census Tract Code,Tribal Block Group Code,Estimates: Area Name,Estimates: Median value (dollars),Margins of error: Area Name,Margins of error: Median value (dollars)
G3900130,2016-2020,OH,,,Ohio,39,Belmont County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39013,,,"Belmont County, Ohio",28400,"Belmont County, Ohio",7757
G3900150,2016-2020,OH,,,Ohio,39,Brown County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39015,,,"Brown County, Ohio",65500,"Brown County, Ohio",15363
G3900170,2016-2020,OH,,,Ohio,39,Butler County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39017,,,"Butler County, Ohio",14100,"Butler County, Ohio",4130
G3900190,2016-2020,OH,,,Ohio,39,Carroll County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39019,,,"Carroll County, Ohio",40600,"Carroll County, Ohio",29614
G3900210,2016-2020,OH,,,Ohio,39,Champaign County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39021,,,"Champaign County, Ohio",17000,"Champaign County, Ohio",8182
G3900230,2016-2020,OH,,,Ohio,39,Clark County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39023,,,"Clark County, Ohio",10300,"Clark County, Ohio",2370
G3900250,2016-2020,OH,,,Ohio,39,Clermont County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39025,,,"Clermont County, Ohio",22400,"Clermont County, Ohio",8828
G3900270,2016-2020,OH,,,Ohio,39,Clinton County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39027,,,"Clinton County, Ohio",53000,"Clinton County, Ohio",25166
G3900290,2016-2020,OH,,,Ohio,39,Columbiana County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39029,,,"Columbiana County, Ohio",42400,"Columbiana County, Ohio",20892
G3900310,2016-2020,OH,,,Ohio,39,Coshocton County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39031,,,"Coshocton County, Ohio",33700,"Coshocton County, Ohio",12000
G3900330,2016-2020,OH,,,Ohio,39,Crawford County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39033,,,"Crawford County, Ohio",,"Crawford County, Ohio",
G3900350,2016-2020,OH,,,Ohio,39,Cuyahoga County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39035,,,"Cuyahoga County, Ohio",18600,"Cuyahoga County, Ohio",6181
G3900370,2016-2020,OH,,,Ohio,39,Darke County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39037,,,"Darke County, Ohio",,"Darke County, Ohio",
G3900390,2016-2020,OH,,,Ohio,39,Defiance County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39039,,,"Defiance County, Ohio",17100,"Defiance County, Ohio",8262
G3900410,2016-2020,OH,,,Ohio,39,Delaware County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39041,,,"Delaware County, Ohio",13800,"Delaware County, Ohio",1510
G3900430,2016-2020,OH,,,Ohio,39,Erie County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39043,,,"Erie County, Ohio",10200,"Erie County, Ohio",3092
G3900450,2016-2020,OH,,,Ohio,39,Fairfield County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39045,,,"Fairfield County, Ohio",13400,"Fairfield County, Ohio",2392
G3900470,2016-2020,OH,,,Ohio,39,Fayette County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39047,,,"Fayette County, Ohio",36300,"Fayette County, Ohio",33375
G3900490,2016-2020,OH,,,Ohio,39,Franklin County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39049,,,"Franklin County, Ohio",22700,"Franklin County, Ohio",3162
G3900510,2016-2020,OH,,,Ohio,39,Fulton County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39051,,,"Fulton County, Ohio",16600,"Fulton County, Ohio",7719
G3900530,2016-2020,OH,,,Ohio,39,Gallia County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39053,,,"Gallia County, Ohio",58100,"Gallia County, Ohio",27766
G3900550,2016-2020,OH,,,Ohio,39,Geauga County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39055,,,"Geauga County, Ohio",28000,"Geauga County, Ohio",3669
G3900570,2016-2020,OH,,,Ohio,39,Greene County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39057,,,"Greene County, Ohio",20800,"Greene County, Ohio",4904
G3900590,2016-2020,OH,,,Ohio,39,Guernsey County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39059,,,"Guernsey County, Ohio",64100,"Guernsey County, Ohio",11602
G3900610,2016-2020,OH,,,Ohio,39,Hamilton County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39061,,,"Hamilton County, Ohio",25700,"Hamilton County, Ohio",10959
G3900630,2016-2020,OH,,,Ohio,39,Hancock County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39063,,,"Hancock County, Ohio",17000,"Hancock County, Ohio",2328
G3900650,2016-2020,OH,,,Ohio,39,Hardin County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39065,,,"Hardin County, Ohio",23800,"Hardin County, Ohio",5170
G3900670,2016-2020,OH,,,Ohio,39,Harrison County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39067,,,"Harrison County, Ohio",82700,"Harrison County, Ohio",26351
G3900690,2016-2020,OH,,,Ohio,39,Henry County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39069,,,"Henry County, Ohio",12900,"Henry County, Ohio",2947
G3900710,2016-2020,OH,,,Ohio,39,Highland County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39071,,,"Highland County, Ohio",44700,"Highland County, Ohio",9476
G3900730,2016-2020,OH,,,Ohio,39,Hocking County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39073,,,"Hocking County, Ohio",77900,"Hocking County, Ohio",12535
G3900750,2016-2020,OH,,,Ohio,39,Holmes County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39075,,,"Holmes County, Ohio",54400,"Holmes County, Ohio",26631
G3900770,2016-2020,OH,,,Ohio,39,Huron County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39077,,,"Huron County, Ohio",13800,"Huron County, Ohio",3987
G3900790,2016-2020,OH,,,Ohio,39,Jackson County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39079,,,"Jackson County, Ohio",41400,"Jackson County, Ohio",9245
G3900810,2016-2020,OH,,,Ohio,39,Jefferson County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39081,,,"Jefferson County, Ohio",30700,"Jefferson County, Ohio",7252
G3900830,2016-2020,OH,,,Ohio,39,Knox County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39083,,,"Knox County, Ohio",23900,"Knox County, Ohio",9433
G3900850,2016-2020,OH,,,Ohio,39,Lake County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39085,,,"Lake County, Ohio",23500,"Lake County, Ohio",6138
G3900870,2016-2020,OH,,,Ohio,39,Lawrence County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39087,,,"Lawrence County, Ohio",32800,"Lawrence County, Ohio",4599
G3900890,2016-2020,OH,,,Ohio,39,Licking County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39089,,,"Licking County, Ohio",20400,"Licking County, Ohio",4567
G3900910,2016-2020,OH,,,Ohio,39,Logan County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39091,,,"Logan County, Ohio",47700,"Logan County, Ohio",11689
G3900930,2016-2020,OH,,,Ohio,39,Lorain County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39093,,,"Lorain County, Ohio",29000,"Lorain County, Ohio",5882
G3900950,2016-2020,OH,,,Ohio,39,Lucas County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39095,,,"Lucas County, Ohio",9999,"Lucas County, Ohio",
G3900970,2016-2020,OH,,,Ohio,39,Madison County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39097,,,"Madison County, Ohio",9999,"Madison County, Ohio",
G3900990,2016-2020,OH,,,Ohio,39,Mahoning County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39099,,,"Mahoning County, Ohio",15400,"Mahoning County, Ohio",11924
G3901010,2016-2020,OH,,,Ohio,39,Marion County,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39101,,,"Marion County, Ohio",,"Marion County, Ohio",
G3901030,2016-2020,OH,,,Ohio,39,Medina County,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39103,,,"Medina County, Ohio",12500,"Medina County, Ohio",7960
G3901050,2016-2020,OH,,,Ohio,39,Meigs County,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39105,,,"Meigs County, Ohio",46700,"Meigs County, Ohio",17811
G3901070,2016-2020,OH,,,Ohio,39,Mercer County,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39107,,,"Mercer County, Ohio",22300,"Mercer County, Ohio",7566
G3901090,2016-2020,OH,,,Ohio,39,Miami County,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39109,,,"Miami County, Ohio",9999,"Miami County, Ohio",
G3901110,2016-2020,OH,,,Ohio,39,Monroe County,111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39111,,,"Monroe County, Ohio",49100,"Monroe County, Ohio",35137
G3901130,2016-2020,OH,,,Ohio,39,Montgomery County,113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39113,,,"Montgomery County, Ohio",11100,"Montgomery County, Ohio",3132
G3901150,2016-2020,OH,,,Ohio,39,Morgan County,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39115,,,"Morgan County, Ohio",32400,"Morgan County, Ohio",23244
G3901170,2016-2020,OH,,,Ohio,39,Morrow County,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39117,,,"Morrow County, Ohio",57800,"Morrow County, Ohio",51579
G3901190,2016-2020,OH,,,Ohio,39,Muskingum County,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39119,,,"Muskingum County, Ohio",35400,"Muskingum County, Ohio",9277
G3901210,2016-2020,OH,,,Ohio,39,Noble County,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39121,,,"Noble County, Ohio",66200,"Noble County, Ohio",29769
G3901230,2016-2020,OH,,,Ohio,39,Ottawa County,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39123,,,"Ottawa County, Ohio",39800,"Ottawa County, Ohio",10408
G3901250,2016-2020,OH,,,Ohio,39,Paulding County,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39125,,,"Paulding County, Ohio",37200,"Paulding County, Ohio",20277
G3901270,2016-2020,OH,,,Ohio,39,Perry County,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39127,,,"Perry County, Ohio",59600,"Perry County, Ohio",9885
G3901290,2016-2020,OH,,,Ohio,39,Pickaway County,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39129,,,"Pickaway County, Ohio",20600,"Pickaway County, Ohio",5764
G3901310,2016-2020,OH,,,Ohio,39,Pike County,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39131,,,"Pike County, Ohio",46200,"Pike County, Ohio",11507
G3901330,2016-2020,OH,,,Ohio,39,Portage County,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39133,,,"Portage County, Ohio",13900,"Portage County, Ohio",2860
G3901350,2016-2020,OH,,,Ohio,39,Preble County,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39135,,,"Preble County, Ohio",21600,"Preble County, Ohio",9217
G3901370,2016-2020,OH,,,Ohio,39,Putnam County,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39137,,,"Putnam County, Ohio",13500,"Putnam County, Ohio",8235
G3901390,2016-2020,OH,,,Ohio,39,Richland County,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39139,,,"Richland County, Ohio",12700,"Richland County, Ohio",5102
G3901410,2016-2020,OH,,,Ohio,39,Ross County,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39141,,,"Ross County, Ohio",49000,"Ross County, Ohio",10046
G3901430,2016-2020,OH,,,Ohio,39,Sandusky County,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39143,,,"Sandusky County, Ohio",17400,"Sandusky County, Ohio",5236
G3901450,2016-2020,OH,,,Ohio,39,Scioto County,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39145,,,"Scioto County, Ohio",27400,"Scioto County, Ohio",19372
G3901470,2016-2020,OH,,,Ohio,39,Seneca County,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39147,,,"Seneca County, Ohio",30200,"Seneca County, Ohio",11316
G3901490,2016-2020,OH,,,Ohio,39,Shelby County,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39149,,,"Shelby County, Ohio",19100,"Shelby County, Ohio",9379
G3901510,2016-2020,OH,,,Ohio,39,Stark County,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39151,,,"Stark County, Ohio",19400,"Stark County, Ohio",8062
G3901530,2016-2020,OH,,,Ohio,39,Summit County,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39153,,,"Summit County, Ohio",9999,"Summit County, Ohio",
G3901550,2016-2020,OH,,,Ohio,39,Trumbull County,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39155,,,"Trumbull County, Ohio",15700,"Trumbull County, Ohio",3570
G3901570,2016-2020,OH,,,Ohio,39,Tuscarawas County,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39157,,,"Tuscarawas County, Ohio",38500,"Tuscarawas County, Ohio",12022
G3901590,2016-2020,OH,,,Ohio,39,Union County,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39159,,,"Union County, Ohio",48200,"Union County, Ohio",42311
G3901610,2016-2020,OH,,,Ohio,39,Van Wert County,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39161,,,"Van Wert County, Ohio",19400,"Van Wert County, Ohio",14929
G3901630,2016-2020,OH,,,Ohio,39,Vinton County,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39163,,,"Vinton County, Ohio",44800,"Vinton County, Ohio",7624
G3901650,2016-2020,OH,,,Ohio,39,Warren County,165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39165,,,"Warren County, Ohio",13300,"Warren County, Ohio",7941
G3901670,2016-2020,OH,,,Ohio,39,Washington County,167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39167,,,"Washington County, Ohio",25700,"Washington County, Ohio",7142
G3901690,2016-2020,OH,,,Ohio,39,Wayne County,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39169,,,"Wayne County, Ohio",15500,"Wayne County, Ohio",3962
G3901710,2016-2020,OH,,,Ohio,39,Williams County,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39171,,,"Williams County, Ohio",16300,"Williams County, Ohio",7857
G3901730,2016-2020,OH,,,Ohio,39,Wood County,173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39173,,,"Wood County, Ohio",15900,"Wood County, Ohio",4721
G3901750,2016-2020,OH,,,Ohio,39,Wyandot County,175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US39175,,,"Wyandot County, Ohio",,"Wyandot County, Ohio",
G4000010,2016-2020,OK,,,Oklahoma,40,Adair County,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40001,,,"Adair County, Oklahoma",43300,"Adair County, Oklahoma",6317
G4000030,2016-2020,OK,,,Oklahoma,40,Alfalfa County,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40003,,,"Alfalfa County, Oklahoma",77800,"Alfalfa County, Oklahoma",23548
G4000050,2016-2020,OK,,,Oklahoma,40,Atoka County,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40005,,,"Atoka County, Oklahoma",72100,"Atoka County, Oklahoma",15392
G4000070,2016-2020,OK,,,Oklahoma,40,Beaver County,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40007,,,"Beaver County, Oklahoma",61600,"Beaver County, Oklahoma",22155
G4000090,2016-2020,OK,,,Oklahoma,40,Beckham County,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40009,,,"Beckham County, Oklahoma",67700,"Beckham County, Oklahoma",13187
G4000110,2016-2020,OK,,,Oklahoma,40,Blaine County,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40011,,,"Blaine County, Oklahoma",71300,"Blaine County, Oklahoma",30537
G4000130,2016-2020,OK,,,Oklahoma,40,Bryan County,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40013,,,"Bryan County, Oklahoma",51300,"Bryan County, Oklahoma",9359
G4000150,2016-2020,OK,,,Oklahoma,40,Caddo County,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40015,,,"Caddo County, Oklahoma",47100,"Caddo County, Oklahoma",5664
G4000170,2016-2020,OK,,,Oklahoma,40,Canadian County,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40017,,,"Canadian County, Oklahoma",50300,"Canadian County, Oklahoma",24896
G4000190,2016-2020,OK,,,Oklahoma,40,Carter County,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40019,,,"Carter County, Oklahoma",49200,"Carter County, Oklahoma",8724
G4000210,2016-2020,OK,,,Oklahoma,40,Cherokee County,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40021,,,"Cherokee County, Oklahoma",43700,"Cherokee County, Oklahoma",4363
G4000230,2016-2020,OK,,,Oklahoma,40,Choctaw County,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40023,,,"Choctaw County, Oklahoma",56800,"Choctaw County, Oklahoma",9552
G4000250,2016-2020,OK,,,Oklahoma,40,Cimarron County,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40025,,,"Cimarron County, Oklahoma",42400,"Cimarron County, Oklahoma",9281
G4000270,2016-2020,OK,,,Oklahoma,40,Cleveland County,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40027,,,"Cleveland County, Oklahoma",59800,"Cleveland County, Oklahoma",8071
G4000290,2016-2020,OK,,,Oklahoma,40,Coal County,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40029,,,"Coal County, Oklahoma",73000,"Coal County, Oklahoma",11378
G4000310,2016-2020,OK,,,Oklahoma,40,Comanche County,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40031,,,"Comanche County, Oklahoma",49200,"Comanche County, Oklahoma",12906
G4000330,2016-2020,OK,,,Oklahoma,40,Cotton County,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40033,,,"Cotton County, Oklahoma",33900,"Cotton County, Oklahoma",15876
G4000350,2016-2020,OK,,,Oklahoma,40,Craig County,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40035,,,"Craig County, Oklahoma",59400,"Craig County, Oklahoma",27199
G4000370,2016-2020,OK,,,Oklahoma,40,Creek County,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40037,,,"Creek County, Oklahoma",64600,"Creek County, Oklahoma",8366
G4000390,2016-2020,OK,,,Oklahoma,40,Custer County,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40039,,,"Custer County, Oklahoma",38800,"Custer County, Oklahoma",26413
G4000410,2016-2020,OK,,,Oklahoma,40,Delaware County,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40041,,,"Delaware County, Oklahoma",43900,"Delaware County, Oklahoma",9509
G4000430,2016-2020,OK,,,Oklahoma,40,Dewey County,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40043,,,"Dewey County, Oklahoma",81800,"Dewey County, Oklahoma",35577
G4000450,2016-2020,OK,,,Oklahoma,40,Ellis County,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40045,,,"Ellis County, Oklahoma",55700,"Ellis County, Oklahoma",14307
G4000470,2016-2020,OK,,,Oklahoma,40,Garfield County,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40047,,,"Garfield County, Oklahoma",54700,"Garfield County, Oklahoma",10165
G4000490,2016-2020,OK,,,Oklahoma,40,Garvin County,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40049,,,"Garvin County, Oklahoma",58200,"Garvin County, Oklahoma",15241
G4000510,2016-2020,OK,,,Oklahoma,40,Grady County,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40051,,,"Grady County, Oklahoma",61500,"Grady County, Oklahoma",6349
G4000530,2016-2020,OK,,,Oklahoma,40,Grant County,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40053,,,"Grant County, Oklahoma",60600,"Grant County, Oklahoma",52383
G4000550,2016-2020,OK,,,Oklahoma,40,Greer County,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40055,,,"Greer County, Oklahoma",82600,"Greer County, Oklahoma",10874
G4000570,2016-2020,OK,,,Oklahoma,40,Harmon County,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40057,,,"Harmon County, Oklahoma",83700,"Harmon County, Oklahoma",22563
G4000590,2016-2020,OK,,,Oklahoma,40,Harper County,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40059,,,"Harper County, Oklahoma",50400,"Harper County, Oklahoma",18993
G4000610,2016-2020,OK,,,Oklahoma,40,Haskell County,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40061,,,"Haskell County, Oklahoma",51100,"Haskell County, Oklahoma",14629
G4000630,2016-2020,OK,,,Oklahoma,40,Hughes County,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40063,,,"Hughes County, Oklahoma",53600,"Hughes County, Oklahoma",5455
G4000650,2016-2020,OK,,,Oklahoma,40,Jackson County,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40065,,,"Jackson County, Oklahoma",93100,"Jackson County, Oklahoma",26992
G4000670,2016-2020,OK,,,Oklahoma,40,Jefferson County,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40067,,,"Jefferson County, Oklahoma",37500,"Jefferson County, Oklahoma",29446
G4000690,2016-2020,OK,,,Oklahoma,40,Johnston County,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40069,,,"Johnston County, Oklahoma",47000,"Johnston County, Oklahoma",6595
G4000710,2016-2020,OK,,,Oklahoma,40,Kay County,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40071,,,"Kay County, Oklahoma",39800,"Kay County, Oklahoma",13866
G4000730,2016-2020,OK,,,Oklahoma,40,Kingfisher County,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40073,,,"Kingfisher County, Oklahoma",74200,"Kingfisher County, Oklahoma",21755
G4000750,2016-2020,OK,,,Oklahoma,40,Kiowa County,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40075,,,"Kiowa County, Oklahoma",55800,"Kiowa County, Oklahoma",14929
G4000770,2016-2020,OK,,,Oklahoma,40,Latimer County,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40077,,,"Latimer County, Oklahoma",29600,"Latimer County, Oklahoma",10346
G4000790,2016-2020,OK,,,Oklahoma,40,Le Flore County,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40079,,,"Le Flore County, Oklahoma",50700,"Le Flore County, Oklahoma",6462
G4000810,2016-2020,OK,,,Oklahoma,40,Lincoln County,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40081,,,"Lincoln County, Oklahoma",59600,"Lincoln County, Oklahoma",6489
G4000830,2016-2020,OK,,,Oklahoma,40,Logan County,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40083,,,"Logan County, Oklahoma",79000,"Logan County, Oklahoma",18910
G4000850,2016-2020,OK,,,Oklahoma,40,Love County,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40085,,,"Love County, Oklahoma",71200,"Love County, Oklahoma",8541
G4000870,2016-2020,OK,,,Oklahoma,40,McClain County,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40087,,,"McClain County, Oklahoma",59500,"McClain County, Oklahoma",24248
G4000890,2016-2020,OK,,,Oklahoma,40,McCurtain County,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40089,,,"McCurtain County, Oklahoma",33500,"McCurtain County, Oklahoma",8319
G4000910,2016-2020,OK,,,Oklahoma,40,McIntosh County,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40091,,,"McIntosh County, Oklahoma",56500,"McIntosh County, Oklahoma",10346
G4000930,2016-2020,OK,,,Oklahoma,40,Major County,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40093,,,"Major County, Oklahoma",79300,"Major County, Oklahoma",17972
G4000950,2016-2020,OK,,,Oklahoma,40,Marshall County,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40095,,,"Marshall County, Oklahoma",58400,"Marshall County, Oklahoma",11976
G4000970,2016-2020,OK,,,Oklahoma,40,Mayes County,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40097,,,"Mayes County, Oklahoma",58900,"Mayes County, Oklahoma",10848
G4000990,2016-2020,OK,,,Oklahoma,40,Murray County,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05000US40099,,,"Murray County, Oklahoma",,"Murray County, Oklahoma",
